date,spprice,dividend,earnings,infl,lrir10,realprice,realpricelag,realpricelag2,realpricelag3,realpricelag4,realdividend,realtotalreturn,realearnings,realtrscaledearnings,CAPE,TRCAPE,excessCAPE,bond,realbond,dp,dy,ep,de
06/01/1883,5.82,0.33,0.42,9.51,3.63,189.42,190.3,181.67,185.55,180.52,10.58,397.17,13.51,28.32,15.9,20.36,0,1,2.63,17.91,5.58,14.02,78.31
07/01/1883,5.73,0.33,0.41,9.32,3.63,190.3,181.67,185.55,180.52,185.11,10.82,400.9,13.7,28.86,15.95,20.41,0,1,2.7,17.59,5.69,13.89,78.98
08/01/1883,5.47,0.33,0.41,9.32,3.62,181.67,185.55,180.52,185.11,179.18,10.85,384.62,13.62,28.83,15.2,19.45,0,1,2.7,16.74,5.97,13.34,79.68
09/01/1883,5.53,0.33,0.41,9.23,3.62,185.55,180.52,185.11,179.18,173.81,10.99,394.78,13.67,29.09,15.49,19.83,0,1,2.74,16.89,5.92,13.57,80.37
10/01/1883,5.38,0.33,0.41,9.23,3.62,180.52,185.11,179.18,173.81,178.51,11.02,386.03,13.59,29.06,15.05,19.26,0,1,2.75,16.39,6.1,13.28,81.06
11/01/1883,5.46,0.33,0.4,9.13,3.62,185.11,179.18,173.81,178.51,177.83,11.16,397.84,13.65,29.33,15.41,19.72,0,1,2.79,16.59,6.03,13.57,81.79
12/01/1883,5.34,0.33,0.4,9.23,3.62,179.18,173.81,178.51,177.83,173.36,11.07,387.07,13.42,28.99,14.9,19.07,0,1,2.77,16.18,6.18,13.35,82.5
01/01/1884,5.18,0.33,0.39,9.23,3.62,173.81,178.51,177.83,173.36,162.74,11.02,377.45,13.17,28.6,14.43,18.48,0,1,2.78,15.78,6.34,13.2,83.64
02/01/1884,5.32,0.33,0.39,9.23,3.61,178.51,177.83,173.36,162.74,156.09,10.96,389.64,12.92,28.2,14.81,18.96,0,1,2.79,16.28,6.14,13.82,84.86
03/01/1884,5.3,0.33,0.38,9.23,3.6,177.83,173.36,162.74,156.09,157.78,10.9,390.16,12.67,27.79,14.74,18.88,0,1,2.8,16.31,6.13,14.04,86.09
04/01/1884,5.06,0.32,0.37,9.04,3.6,173.36,162.74,156.09,157.78,167.69,11.08,382.35,12.68,27.96,14.35,18.4,0,1,2.87,15.65,6.39,13.68,87.38
05/01/1884,4.65,0.32,0.36,8.85,3.59,162.74,156.09,157.78,167.69,164.17,11.26,361,12.69,28.14,13.47,17.27,0.01,1,2.94,14.45,6.92,12.83,88.74
06/01/1884,4.46,0.32,0.36,8.85,3.58,156.09,157.78,167.69,164.17,160.57,11.2,348.32,12.42,27.73,12.91,16.58,0.01,1,2.95,13.94,7.17,12.56,90.14
07/01/1884,4.46,0.32,0.35,8.75,3.57,157.78,167.69,164.17,160.57,160.89,11.26,354.2,12.29,27.6,13.04,16.77,0.01,1,2.99,14.01,7.14,12.83,91.6
08/01/1884,4.74,0.32,0.34,8.75,3.56,167.69,164.17,160.57,160.89,162.36,11.2,378.53,12.03,27.15,13.86,17.83,0.01,1,3,14.97,6.68,13.94,93.15
09/01/1884,4.59,0.32,0.33,8.66,3.55,164.17,160.57,160.89,162.36,158.62,11.27,372.7,11.89,27,13.57,17.47,0.01,1,3.05,14.57,6.86,13.8,94.74
10/01/1884,4.44,0.31,0.33,8.56,3.55,160.57,160.89,162.36,158.62,161.62,11.33,366.67,11.75,26.84,13.27,17.11,0.01,1,3.09,14.17,7.06,13.66,96.4
11/01/1884,4.35,0.31,0.32,8.37,3.54,160.89,162.36,158.62,161.62,165.76,11.53,369.59,11.74,26.98,13.3,17.17,0.01,1,3.17,13.96,7.17,13.7,98.17
12/01/1884,4.34,0.31,0.31,8.28,3.53,162.36,158.62,161.62,165.76,163.48,11.6,375.2,11.6,26.8,13.43,17.36,0.01,1,3.22,14,7.14,14,100
01/01/1885,4.24,0.3,0.31,8.28,3.52,158.62,161.62,165.76,163.48,165.42,11.38,368.75,11.47,26.67,13.13,16.99,0.01,1,3.23,13.94,7.17,13.82,99.18
02/01/1885,4.37,0.3,0.3,8.37,3.51,161.62,165.76,163.48,165.42,168.62,11.03,377.87,11.22,26.23,13.38,17.33,0.01,1,3.21,14.65,6.83,14.41,98.35
03/01/1885,4.38,0.29,0.3,8.18,3.5,165.76,163.48,165.42,168.62,172.81,11.07,389.71,11.35,26.69,13.73,17.8,0,1,3.3,14.97,6.68,14.6,97.5
04/01/1885,4.37,0.29,0.3,8.28,3.48,163.48,165.42,168.62,172.81,182.5,10.73,386.45,11.1,26.24,13.55,17.58,0.01,1,3.27,15.24,6.56,14.73,96.63
05/01/1885,4.32,0.28,0.29,8.09,3.47,165.42,168.62,172.81,182.5,182.34,10.75,393.13,11.23,26.69,13.71,17.8,0.01,1,3.36,15.38,6.5,14.73,95.74
06/01/1885,4.3,0.28,0.29,7.9,3.46,168.62,172.81,182.5,182.34,192.93,10.78,402.88,11.37,27.17,13.98,18.17,0,1,3.46,15.64,6.4,14.83,94.83
07/01/1885,4.46,0.27,0.29,7.99,3.45,172.81,182.5,182.34,192.93,203.03,10.43,414.97,11.11,26.68,14.33,18.63,0,1,3.43,16.57,6.04,15.56,93.9
08/01/1885,4.71,0.26,0.28,7.99,3.43,182.5,182.34,192.93,203.03,196.8,10.2,440.27,10.98,26.48,15.13,19.68,0,1,3.44,17.89,5.59,16.63,92.94
09/01/1885,4.65,0.26,0.28,7.9,3.42,182.34,192.93,203.03,196.8,201.48,10.1,441.93,10.98,26.61,15.12,19.66,0,1,3.5,18.06,5.54,16.61,91.96
10/01/1885,4.92,0.25,0.28,7.9,3.41,192.93,203.03,196.8,201.48,205.36,9.87,469.58,10.85,26.41,15.99,20.8,-0.01,1,3.51,19.55,5.12,17.78,90.96
11/01/1885,5.24,0.25,0.27,7.99,3.4,203.03,196.8,201.48,205.36,203.52,9.52,496.1,10.59,25.88,16.82,21.88,-0.01,1,3.48,21.32,4.69,19.17,89.94
12/01/1885,5.2,0.24,0.27,8.18,3.38,196.8,201.48,205.36,203.52,203.22,9.08,482.72,10.22,25.06,16.3,21.19,0,1,3.42,21.67,4.62,19.26,88.89
01/01/1886,5.2,0.24,0.28,7.99,3.37,201.48,205.36,203.52,203.22,204.23,9.23,496.1,10.66,26.24,16.69,21.69,0,1,3.51,21.82,4.58,18.91,86.65
02/01/1886,5.3,0.24,0.28,7.99,3.38,205.36,203.52,203.22,204.23,216.29,9.17,507.52,10.85,26.81,17.01,22.09,-0.01,1,3.52,22.39,4.47,18.93,84.54
03/01/1886,5.19,0.24,0.29,7.9,3.4,203.52,203.22,204.23,216.29,216.84,9.22,504.87,11.18,27.72,16.84,21.87,-0.01,1,3.56,22.09,4.53,18.21,82.46
04/01/1886,5.12,0.23,0.29,7.8,3.41,203.22,204.23,216.29,216.84,215.77,9.26,506.05,11.51,28.66,16.8,21.81,-0.01,1,3.61,21.95,4.56,17.66,80.45
05/01/1886,5.02,0.23,0.3,7.61,3.42,204.23,216.29,216.84,215.77,221.4,9.43,510.53,12,30,16.86,21.89,-0.01,1,3.71,21.67,4.62,17.02,78.54
06/01/1886,5.25,0.23,0.3,7.52,3.43,216.29,216.84,215.77,221.4,227.03,9.48,542.65,12.36,31.01,17.83,23.13,-0.01,1,3.77,22.83,4.38,17.5,76.67
07/01/1886,5.33,0.23,0.31,7.61,3.45,216.84,215.77,221.4,227.03,232.65,9.29,545.98,12.41,31.24,17.85,23.13,-0.01,1,3.73,23.35,4.28,17.48,74.85
08/01/1886,5.37,0.23,0.31,7.71,3.46,215.77,221.4,227.03,232.65,223.86,9.11,545.19,12.46,31.47,17.72,22.95,-0.01,1,3.69,23.69,4.22,17.32,73.13
09/01/1886,5.51,0.23,0.32,7.71,3.47,221.4,227.03,232.65,223.86,216.2,9.04,561.31,12.66,32.09,18.15,23.48,-0.01,1,3.69,24.49,4.08,17.49,71.43
10/01/1886,5.65,0.22,0.32,7.71,3.48,227.03,232.65,223.86,216.2,212.13,8.97,577.47,12.86,32.71,18.56,24,-0.01,1,3.7,25.3,3.95,17.66,69.78
11/01/1886,5.79,0.22,0.33,7.71,3.5,232.65,223.86,216.2,212.13,217.11,8.91,593.67,13.06,33.32,18.97,24.5,-0.01,1,3.71,26.12,3.83,17.82,68.22
12/01/1886,5.64,0.22,0.33,7.8,3.51,223.86,216.2,212.13,217.11,222.09,8.73,573.09,13.1,33.53,18.19,23.49,-0.01,1,3.67,25.64,3.9,17.09,66.67
01/01/1887,5.58,0.22,0.33,7.99,3.52,216.2,212.13,217.11,222.09,225.91,8.62,555.33,12.88,33.09,17.51,22.59,-0.01,1,3.59,25.08,3.99,16.78,66.92
02/01/1887,5.54,0.23,0.34,8.09,3.53,212.13,217.11,222.09,225.91,222.02,8.62,546.71,12.83,33.06,17.13,22.08,0,1,3.55,24.62,4.06,16.54,67.16
03/01/1887,5.67,0.23,0.34,8.09,3.55,217.11,222.09,225.91,222.02,219.2,8.71,561.41,12.92,33.42,17.47,22.52,0,1,3.56,24.92,4.01,16.8,67.41
04/01/1887,5.8,0.23,0.34,8.09,3.56,222.09,225.91,222.02,219.2,211.17,8.81,576.18,13.02,33.78,17.82,22.95,0,1,3.57,25.22,3.97,17.06,67.65
05/01/1887,5.9,0.23,0.34,8.09,3.57,225.91,222.02,219.2,211.17,210.97,8.9,588.04,13.11,34.14,18.08,23.26,-0.01,1,3.57,25.38,3.94,17.23,67.88
06/01/1887,5.73,0.24,0.35,7.99,3.58,222.02,219.2,211.17,210.97,201.48,9.11,579.87,13.37,34.91,17.71,22.78,0,1,3.62,24.38,4.1,16.61,68.12
07/01/1887,5.59,0.24,0.35,7.9,3.6,219.2,211.17,210.97,201.48,202.94,9.31,574.54,13.63,35.72,17.43,22.42,0,1,3.67,23.54,4.25,16.09,68.35
08/01/1887,5.45,0.24,0.35,7.99,3.61,211.17,210.97,201.48,202.94,197.15,9.3,555.52,13.56,35.68,16.74,21.52,0,1,3.64,22.71,4.4,15.57,68.57
09/01/1887,5.38,0.24,0.35,7.9,3.62,210.97,201.48,202.94,197.15,196.39,9.51,557.07,13.82,36.5,16.68,21.43,0,1,3.69,22.19,4.51,15.26,68.79
10/01/1887,5.2,0.25,0.36,7.99,3.63,201.48,202.94,197.15,196.39,197.53,9.49,534.11,13.75,36.46,15.88,20.41,0.01,1,3.65,21.22,4.71,14.65,69.01
11/01/1887,5.3,0.25,0.36,8.09,3.65,202.94,197.15,196.39,197.53,190.04,9.48,540.07,13.69,36.43,15.95,20.5,0.01,1,3.61,21.41,4.67,14.83,69.23
12/01/1887,5.27,0.25,0.36,8.28,3.66,197.15,196.39,197.53,190.04,193.01,9.35,526.75,13.47,35.98,15.46,19.86,0.01,1,3.54,21.08,4.74,14.64,69.44
01/01/1888,5.31,0.25,0.35,8.37,3.67,196.39,197.53,190.04,193.01,197.96,9.18,526.76,13.01,34.89,15.36,19.73,0.02,1,3.51,21.39,4.68,15.1,70.6
02/01/1888,5.28,0.25,0.34,8.28,3.65,197.53,190.04,193.01,197.96,194.12,9.23,531.86,12.84,34.58,15.42,19.81,0.02,1,3.56,21.4,4.67,15.38,71.86
03/01/1888,5.08,0.25,0.34,8.28,3.63,190.04,193.01,197.96,194.12,196.81,9.17,513.77,12.53,33.88,14.81,19.03,0.02,1,3.58,20.73,4.82,15.16,73.13
04/01/1888,5.1,0.24,0.33,8.18,3.62,193.01,197.96,194.12,196.81,201.03,9.21,523.87,12.36,33.56,15.02,19.3,0.02,1,3.64,20.96,4.77,15.61,74.47
05/01/1888,5.17,0.24,0.32,8.09,3.6,197.96,194.12,196.81,201.03,206,9.25,539.4,12.19,33.21,15.39,19.77,0.02,1,3.7,21.39,4.68,16.24,75.93
06/01/1888,5.01,0.24,0.31,7.99,3.58,194.12,196.81,201.03,206,202.47,9.3,531.04,12.01,32.86,15.08,19.38,0.03,1,3.76,20.88,4.79,16.16,77.42
07/01/1888,5.14,0.24,0.3,8.09,3.56,196.81,201.03,206,202.47,196.03,9.12,540.49,11.55,31.73,15.28,19.64,0.03,1,3.73,21.57,4.64,17.04,78.99
08/01/1888,5.25,0.24,0.29,8.09,3.54,201.03,206,202.47,196.03,192.29,9.06,554.13,11.23,30.96,15.6,20.05,0.02,1,3.75,22.18,4.51,17.9,80.7
09/01/1888,5.38,0.24,0.29,8.09,3.52,206,202.47,196.03,192.29,203.03,9,569.92,10.91,30.19,15.99,20.54,0.02,1,3.76,22.89,4.37,18.88,82.46
10/01/1888,5.35,0.23,0.28,8.18,3.51,202.47,196.03,192.29,203.03,207.83,8.83,562.19,10.47,29.08,15.72,20.19,0.03,1,3.74,22.93,4.36,19.34,84.32
11/01/1888,5.24,0.23,0.27,8.28,3.49,196.03,192.29,203.03,207.83,206,8.67,546.31,10.04,27.97,15.22,19.56,0.03,1,3.71,22.62,4.42,19.53,86.36
12/01/1888,5.14,0.23,0.26,8.28,3.47,192.29,203.03,207.83,206,205.6,8.6,537.88,9.73,27.21,14.95,19.21,0.03,1,3.73,22.35,4.47,19.77,88.46
01/01/1889,5.24,0.23,0.26,7.99,3.45,203.03,207.83,206,205.6,216.44,8.88,570,10.2,28.64,15.8,20.31,0.03,1,3.88,22.86,4.37,19.9,87.05
02/01/1889,5.3,0.23,0.27,7.9,3.45,207.83,206,205.6,216.44,220.1,8.95,585.56,10.46,29.47,16.19,20.81,0.02,1,3.93,23.22,4.31,19.87,85.6
03/01/1889,5.19,0.23,0.27,7.8,3.45,206,205.6,216.44,220.1,215.62,9.03,582.52,10.72,30.3,16.07,20.65,0.02,1,3.99,22.81,4.38,19.22,84.26
04/01/1889,5.18,0.23,0.27,7.8,3.44,205.6,216.44,220.1,215.62,218.47,9,583.52,10.85,30.79,16.05,20.63,0.02,1,4.01,22.85,4.38,18.95,82.95
05/01/1889,5.32,0.23,0.28,7.61,3.44,216.44,220.1,215.62,218.47,221,9.19,616.45,11.26,32.06,16.92,21.73,0.02,1,4.12,23.56,4.24,19.23,81.6
06/01/1889,5.41,0.23,0.28,7.61,3.44,220.1,215.62,218.47,221,216.98,9.15,629.05,11.39,32.56,17.22,22.11,0.02,1,4.13,24.04,4.16,19.32,80.36
07/01/1889,5.3,0.22,0.28,7.61,3.44,215.62,218.47,221,216.98,214.97,9.12,618.43,11.53,33.06,16.89,21.68,0.02,1,4.15,23.64,4.23,18.71,79.14
08/01/1889,5.37,0.22,0.29,7.61,3.43,218.47,221,216.98,214.97,211.16,9.08,628.77,11.66,33.57,17.13,21.97,0.02,1,4.16,24.05,4.16,18.73,77.89
09/01/1889,5.5,0.22,0.29,7.71,3.43,221,216.98,214.97,211.16,218.88,8.94,638.19,11.65,33.65,17.35,22.24,0.01,1,4.12,24.72,4.05,18.97,76.72
10/01/1889,5.4,0.22,0.29,7.71,3.43,216.98,214.97,211.16,218.88,216.44,8.91,628.73,11.79,34.15,17.05,21.84,0.01,1,4.13,24.36,4.11,18.41,75.59
11/01/1889,5.35,0.22,0.3,7.71,3.43,214.97,211.16,218.88,216.44,214.81,8.87,625.05,11.92,34.66,16.91,21.64,0.01,1,4.14,24.23,4.13,18.03,74.42
12/01/1889,5.32,0.22,0.3,7.8,3.42,211.16,218.88,216.44,214.81,219.29,8.73,616.08,11.91,34.74,16.61,21.25,0,1,4.11,24.18,4.14,17.73,73.33
01/01/1890,5.38,0.22,0.3,7.61,3.42,218.88,216.44,214.81,219.29,225.82,8.95,640.78,12.17,35.64,17.22,22.02,0,1,4.22,24.45,4.09,17.98,73.53
02/01/1890,5.32,0.22,0.3,7.61,3.44,216.44,214.81,219.29,225.82,224.21,8.95,635.82,12.14,35.65,17.03,21.76,0,1,4.23,24.18,4.14,17.83,73.75
03/01/1890,5.28,0.22,0.3,7.61,3.45,214.81,219.29,225.82,224.21,222.61,8.95,633.23,12.1,35.68,16.9,21.58,0,1,4.23,24,4.17,17.75,73.95
04/01/1890,5.39,0.22,0.3,7.61,3.47,219.29,225.82,224.21,222.61,209.62,8.95,648.62,12.07,35.7,17.26,22.02,0,1,4.24,24.5,4.08,18.17,74.15
05/01/1890,5.62,0.22,0.3,7.71,3.49,225.82,224.21,222.61,209.62,203.71,8.84,670.13,11.89,35.27,17.79,22.68,0,1,4.19,25.55,3.91,19,74.37
06/01/1890,5.58,0.22,0.3,7.71,3.5,224.21,222.61,209.62,203.71,194.52,8.84,667.54,11.85,35.29,17.68,22.53,0,1,4.2,25.36,3.94,18.92,74.58
07/01/1890,5.54,0.22,0.29,7.71,3.52,222.61,209.62,203.71,194.52,184.69,8.84,664.95,11.82,35.31,17.59,22.38,0,1,4.21,25.18,3.97,18.83,74.78
08/01/1890,5.41,0.22,0.29,7.99,3.54,209.62,203.71,194.52,184.69,180.38,8.52,628.28,11.36,34.06,16.6,21.1,0.01,1,4.06,24.59,4.07,18.45,75.01
09/01/1890,5.32,0.22,0.29,8.09,3.55,203.71,194.52,184.69,180.38,192.11,8.42,612.66,11.2,33.68,16.17,20.54,0.01,1,4.02,24.18,4.14,18.19,75.21
10/01/1890,5.08,0.22,0.29,8.09,3.57,194.52,184.69,180.38,192.11,192.14,8.42,587.13,11.17,33.71,15.48,19.65,0.01,1,4.03,23.09,4.33,17.42,75.42
11/01/1890,4.71,0.22,0.29,7.9,3.59,184.69,180.38,192.11,192.14,186.37,8.63,559.66,11.4,34.55,14.75,18.7,0.01,1,4.13,21.41,4.67,16.2,75.65
12/01/1890,4.6,0.22,0.29,7.9,3.6,180.38,192.11,192.14,186.37,190.3,8.63,548.76,11.37,34.6,14.44,18.31,0.01,1,4.14,20.91,4.78,15.86,75.86
01/01/1891,4.84,0.22,0.29,7.8,3.62,192.11,192.14,186.37,190.3,191.79,8.73,586.65,11.68,35.66,15.43,19.55,0.01,1,4.2,22,4.55,16.45,74.78
02/01/1891,4.9,0.22,0.3,7.9,3.62,192.14,186.37,190.3,191.79,192.5,8.63,588.96,11.7,35.85,15.48,19.59,0.01,1,4.16,22.27,4.49,16.43,73.75
03/01/1891,4.81,0.22,0.3,7.99,3.62,186.37,190.3,191.79,192.5,191.67,8.52,573.44,11.72,36.06,15.05,19.04,0.01,1,4.12,21.86,4.57,15.9,72.73
04/01/1891,4.97,0.22,0.31,8.09,3.62,190.3,191.79,192.5,191.67,198.09,8.42,587.7,11.74,36.27,15.41,19.47,0.01,1,4.09,22.59,4.43,16.2,71.73
05/01/1891,4.95,0.22,0.31,7.99,3.61,191.79,192.5,191.67,198.09,216.84,8.52,594.5,12.04,37.33,15.57,19.66,0.01,1,4.15,22.5,4.44,15.93,70.79
06/01/1891,4.85,0.22,0.32,7.8,3.61,192.5,191.67,198.09,216.84,216.84,8.73,598.95,12.5,38.9,15.66,19.76,0.01,1,4.26,22.05,4.54,15.4,69.84
07/01/1891,4.77,0.22,0.32,7.71,3.61,191.67,198.09,216.84,216.84,216.29,8.84,598.64,12.83,40.06,15.62,19.69,0.01,1,4.33,21.68,4.61,14.94,68.92
08/01/1891,4.93,0.22,0.32,7.71,3.61,198.09,216.84,216.84,216.29,222.89,8.84,621.02,12.99,40.73,16.16,20.36,0,1,4.34,22.41,4.46,15.25,68.05
09/01/1891,5.33,0.22,0.33,7.61,3.61,216.84,216.84,216.29,222.89,232.9,8.95,682.14,13.32,41.91,17.71,22.28,-0.01,1,4.41,24.23,4.13,16.27,67.18
10/01/1891,5.33,0.22,0.33,7.61,3.61,216.84,216.29,222.89,232.9,233.32,8.95,684.48,13.49,42.6,17.72,22.26,-0.01,1,4.42,24.23,4.13,16.07,66.32
11/01/1891,5.25,0.22,0.34,7.52,3.6,216.29,222.89,232.9,233.32,242.15,9.06,685.13,13.83,43.82,17.67,22.19,-0.01,1,4.49,23.86,4.19,15.63,65.52
12/01/1891,5.41,0.22,0.34,7.52,3.6,222.89,232.9,233.32,242.15,244.98,9.06,708.4,14.01,44.52,18.21,22.83,-0.01,1,4.51,24.59,4.07,15.91,64.71
01/01/1892,5.51,0.22,0.34,7.33,3.6,232.9,233.32,242.15,244.98,244.98,9.37,742.72,14.48,46.17,19.02,23.82,-0.02,1,4.64,24.85,4.02,16.09,64.73
02/01/1892,5.52,0.22,0.35,7.33,3.61,233.32,242.15,244.98,244.98,243.66,9.44,746.57,14.58,46.66,19.04,23.81,-0.02,1,4.65,24.72,4.05,16,64.72
03/01/1892,5.58,0.23,0.35,7.14,3.63,242.15,244.98,244.98,243.66,237.25,9.76,777.42,15.08,48.41,19.74,24.66,-0.02,1,4.78,24.8,4.03,16.06,64.75
04/01/1892,5.57,0.23,0.35,7.04,3.64,244.98,244.98,243.66,237.25,237.55,9.97,789.18,15.39,49.59,19.94,24.88,-0.02,1,4.86,24.57,4.07,15.91,64.77
05/01/1892,5.57,0.23,0.35,7.04,3.65,244.98,243.66,237.25,237.55,231.63,10.04,791.87,15.5,50.11,19.91,24.81,-0.03,1,4.87,24.4,4.1,15.8,64.77
06/01/1892,5.54,0.23,0.36,7.04,3.66,243.66,237.25,237.55,231.63,236.28,10.12,790.33,15.61,50.64,19.77,24.6,-0.03,1,4.88,24.09,4.15,15.61,64.79
07/01/1892,5.54,0.23,0.36,7.23,3.68,237.25,237.55,231.63,236.28,229.48,9.92,772.22,15.31,49.83,19.21,23.88,-0.02,1,4.76,23.91,4.18,15.5,64.81
08/01/1892,5.62,0.23,0.36,7.33,3.69,237.55,231.63,236.28,229.48,224.17,9.86,775.87,15.22,49.7,19.2,23.85,-0.02,1,4.7,24.09,4.15,15.61,64.81
09/01/1892,5.48,0.24,0.36,7.33,3.7,231.63,236.28,229.48,224.17,219.99,9.93,759.25,15.32,50.22,18.69,23.19,-0.02,1,4.71,23.32,4.29,15.12,64.83
10/01/1892,5.59,0.24,0.37,7.33,3.71,236.28,229.48,224.17,219.99,213.49,10.01,777.22,15.43,50.75,19.04,23.6,-0.02,1,4.72,23.62,4.23,15.32,64.85
11/01/1892,5.57,0.24,0.37,7.52,3.73,229.48,224.17,219.99,213.49,210.76,9.82,757.52,15.14,49.98,18.46,22.86,-0.01,1,4.61,23.37,4.28,15.16,64.84
12/01/1892,5.51,0.24,0.37,7.61,3.74,224.17,219.99,213.49,210.76,213.36,9.76,742.68,15.05,49.87,18.01,22.28,-0.01,1,4.57,22.96,4.36,14.89,64.86
01/01/1893,5.61,0.24,0.36,7.9,3.75,219.99,213.49,210.76,213.36,196.91,9.44,731.44,14.15,47.04,17.66,21.82,0,1,4.41,23.3,4.29,15.55,66.74
02/01/1893,5.51,0.24,0.35,7.99,3.75,213.49,210.76,213.36,196.91,192.36,9.37,712.44,13.63,45.47,17.13,21.15,0,1,4.37,22.8,4.39,15.67,68.72
03/01/1893,5.31,0.24,0.34,7.8,3.74,210.76,213.36,196.91,192.36,179.01,9.63,706,13.59,45.54,16.9,20.86,0,1,4.49,21.9,4.57,15.5,70.8
04/01/1893,5.31,0.24,0.33,7.71,3.74,213.36,196.91,192.36,179.01,181.91,9.78,717.45,13.39,45.03,17.1,21.1,0,1,4.57,21.82,4.58,15.93,73
05/01/1893,4.84,0.24,0.32,7.61,3.73,196.91,192.36,179.01,181.91,187.15,9.93,664.9,13.19,44.54,15.78,19.47,0,1,4.64,19.82,5.05,14.93,75.32
06/01/1893,4.61,0.25,0.32,7.42,3.73,192.36,179.01,181.91,187.15,190.21,10.22,652.42,13.14,44.58,15.42,19.03,0,1,4.77,18.82,5.31,14.63,77.78
07/01/1893,4.18,0.25,0.31,7.23,3.73,179.01,181.91,187.15,190.21,198.32,10.53,610.11,13.1,44.63,14.35,17.73,0.01,1,4.92,17.01,5.88,13.67,80.38
08/01/1893,4.08,0.25,0.3,6.95,3.72,181.91,187.15,190.21,198.32,193.96,11,623.11,13.23,45.31,14.59,18.03,0,1,5.14,16.54,6.05,13.75,83.15
09/01/1893,4.37,0.25,0.29,7.23,3.72,187.15,190.21,198.32,193.96,195.28,10.6,644.08,12.31,42.37,15.01,18.57,0.01,1,4.95,17.66,5.66,15.2,86.09
10/01/1893,4.5,0.25,0.28,7.33,3.71,190.21,198.32,193.96,195.28,200.78,10.5,657.64,11.76,40.67,15.27,18.9,0.01,1,4.9,18.12,5.52,16.17,89.22
11/01/1893,4.57,0.25,0.27,7.14,3.71,198.32,193.96,195.28,200.78,212.73,10.81,688.8,11.68,40.57,15.94,19.74,0,1,5.05,18.34,5.45,16.98,92.57
12/01/1893,4.41,0.25,0.26,7.04,3.7,193.96,195.28,200.78,212.73,215.56,11,676.84,11.44,39.9,15.61,19.34,0,1,5.14,17.64,5.67,16.96,96.15
01/01/1894,4.32,0.25,0.25,6.85,3.7,195.28,200.78,212.73,215.56,207.55,11.15,684.69,11.38,39.89,15.74,19.52,0,1,5.3,17.51,5.71,17.16,98.01
02/01/1894,4.38,0.24,0.24,6.76,3.68,200.78,212.73,215.56,207.55,204.72,11.15,707.24,11.15,39.29,16.2,20.11,-0.01,1,5.4,18,5.55,18,100
03/01/1894,4.51,0.24,0.24,6.57,3.66,212.73,215.56,207.55,204.72,200.47,11.32,752.66,11.08,39.22,17.19,21.34,-0.01,1,5.58,18.79,5.32,19.19,102.13
04/01/1894,4.57,0.24,0.23,6.57,3.64,215.56,207.55,204.72,200.47,202.16,11.17,765.96,10.69,38,17.43,21.66,-0.01,1,5.61,19.31,5.18,20.16,104.41
05/01/1894,4.4,0.23,0.22,6.57,3.62,207.55,204.72,200.47,202.16,202.51,11,740.73,10.3,36.75,16.81,20.9,-0.01,1,5.63,18.86,5.3,20.16,106.87
06/01/1894,4.34,0.23,0.21,6.57,3.6,204.72,200.47,202.16,202.51,201.79,10.85,733.86,9.91,35.51,16.61,20.66,-0.01,1,5.66,18.87,5.3,20.67,109.52
07/01/1894,4.25,0.23,0.2,6.57,3.58,200.47,202.16,202.51,201.79,201.79,10.69,721.83,9.51,34.26,16.29,20.29,0,1,5.69,18.75,5.33,21.07,112.39
08/01/1894,4.41,0.22,0.19,6.76,3.56,202.16,202.51,201.79,201.79,202.83,10.24,730.98,8.86,32.04,16.46,20.51,0,1,5.55,19.75,5.06,22.81,115.52
09/01/1894,4.48,0.22,0.19,6.85,3.54,202.51,201.79,201.79,202.83,200.47,9.94,735.27,8.36,30.36,16.52,20.61,0,1,5.5,20.36,4.91,24.22,118.92
10/01/1894,4.34,0.22,0.18,6.66,3.52,201.79,201.79,202.83,200.47,197.64,10.08,735.69,8.22,29.95,16.5,20.6,0,1,5.68,20.03,4.99,24.56,122.64
11/01/1894,4.34,0.21,0.17,6.66,3.5,201.79,202.83,200.47,197.64,197.64,9.92,738.7,7.83,28.65,16.54,20.67,0,1,5.71,20.35,4.91,25.79,126.74
12/01/1894,4.3,0.21,0.16,6.57,3.48,202.83,200.47,197.64,197.64,197.54,9.91,745.52,7.55,27.74,16.67,20.86,0,1,5.82,20.48,4.88,26.88,131.25
01/01/1895,4.25,0.21,0.17,6.57,3.46,200.47,197.64,197.64,197.54,205.54,9.83,739.86,7.9,29.16,16.52,20.69,0,1,5.85,20.4,4.9,25.37,124.36
02/01/1895,4.19,0.21,0.18,6.57,3.47,197.64,197.64,197.54,205.54,206.72,9.75,732.42,8.25,30.59,16.33,20.47,0,1,5.86,20.27,4.93,23.94,118.11
03/01/1895,4.19,0.21,0.18,6.57,3.48,197.64,197.54,205.54,206.72,210.44,9.67,735.4,8.61,32.03,16.36,20.53,0,1,5.87,20.44,4.89,22.96,112.33
04/01/1895,4.37,0.2,0.19,6.85,3.5,197.54,205.54,206.72,210.44,216.53,9.19,737.89,8.59,32.08,16.39,20.58,0.01,1,5.63,21.5,4.65,23,107
05/01/1895,4.61,0.2,0.2,6.95,3.51,205.54,206.72,210.44,216.53,217.88,8.99,770.55,8.81,33.01,17.08,21.46,0.01,1,5.57,22.86,4.38,23.34,102.13
